Ship_Name,Port_Name,ETA_Planned,Optimized_Priority,Queue_Time,Actual_Arrival,Actual_Berth,Actual_Departure,Delay_Hours,Waiting_Time_Hours
KM WILIS,WAIKELO,2025-02-08 06:00:00,0.6987583694554769,2025-02-07 13:13:47.276879049,2025-02-08 06:00:00,2025-02-08 06:00:00,2025-02-08 07:00:00,0.0,0.0
KM WILIS,WAINGAPU,2025-02-07 19:00:00,0.2258365514837378,2025-02-07 13:34:47.721951804,2025-02-08 07:00:00,2025-02-08 07:00:00,2025-02-08 09:00:00,12.0,0.0
KM BK SIGUNTANG,PARE-PARE,2025-02-07 22:00:00,0.3284628982535384,2025-02-07 14:07:00.805590894,2025-02-25 10:00:00,2025-02-25 10:00:00,2025-02-25 14:00:00,420.0,0.0
KM GUNUNG DEMPO,SORONG,2025-02-08 05:00:00,0.6127658760906902,2025-02-07 14:17:37.028305763,2025-02-25 17:00:00,2025-02-25 17:00:00,2025-02-25 19:00:00,420.0,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-02-08 02:00:00,0.4837836586184438,2025-02-07 14:23:21.091895366,2025-02-25 20:00:00,2025-02-27 10:00:00,2025-02-27 10:00:00,464.0,38.0
KM TIDAR,LEWOLEBA,2025-02-07 19:00:00,0.1343046815277145,2025-02-07 15:46:36.075516006,2025-02-25 22:00:00,2025-02-25 22:00:00,2025-02-26 00:00:00,435.0,0.0
KM BK SIGUNTANG,MAKASSAR,2025-02-08 07:00:00,0.5812888776368084,2025-02-07 17:02:56.640972182,2025-02-25 14:00:00,2025-02-25 14:00:00,2025-02-26 07:00:00,415.0,0.0
KM TIDAR,MAUMERE,2025-02-08 08:00:00,0.6012444317649652,2025-02-07 17:34:12.481095508,2025-02-26 00:00:00,2025-02-26 00:00:00,2025-02-26 02:00:00,424.0,0.0
KM BINAIYA,BIMA,2025-02-08 00:00:00,0.2229556664389096,2025-02-07 18:38:56.630419678,2025-02-24 20:00:00,2025-02-24 20:00:00,2025-02-24 23:00:00,404.0,0.0
KM DOROLONDA,BITUNG,2025-02-08 12:00:00,0.5054759157177088,2025-02-07 23:52:06.880881991,2025-02-25 20:00:00,2025-02-25 20:00:00,2025-02-25 23:00:00,416.0,0.0
KM BK RAYA,TANJUNG PRIOK,2025-02-09 01:00:00,0.9982657300913452,2025-02-08 01:02:29.840920109,2025-02-09 01:00:00,2025-02-27 10:00:00,2025-02-27 19:00:00,441.0,441.0
KM JETLINER,KENDARI,2025-02-08 21:00:00,0.763592307042817,2025-02-08 02:40:25.624671500,2025-02-08 21:00:00,2025-02-08 21:00:00,2025-02-08 21:00:00,0.0,0.0
KM LABOBAR,MAKASSAR,2025-02-08 14:00:00,0.3866440283418213,2025-02-08 04:43:13.955951266,2025-02-25 12:00:00,2025-02-26 07:00:00,2025-02-26 09:00:00,425.0,19.0
KM CIREMAI,MAKASSAR,2025-02-08 10:00:00,0.1673896060294288,2025-02-08 05:58:57.538039059,2025-02-26 16:00:00,2025-02-26 16:00:00,2025-02-26 20:00:00,438.0,0.0
KM JETLINER,KENDARI,2025-02-08 21:00:00,0.5462902021856919,2025-02-08 07:53:20.526531155,2025-02-08 21:00:00,2025-02-08 21:00:00,2025-02-09 07:00:00,0.0,0.0
KM TIDAR,BAU-BAU,2025-02-08 23:00:00,0.617026070725237,2025-02-08 08:11:28.947489339,2025-02-26 02:00:00,2025-02-26 02:00:00,2025-02-26 05:00:00,411.0,0.0
KM SANGIANG,SANANA,2025-02-09 06:00:00,0.8742040431528384,2025-02-08 09:01:08.770671596,2025-02-09 06:00:00,2025-02-09 06:00:00,2025-02-09 08:00:00,0.0,0.0
KM EGON,BATULICIN,2025-02-08 21:00:00,0.4343126845167979,2025-02-08 10:34:35.384057750,2025-02-26 00:00:00,2025-02-26 00:00:00,2025-02-26 03:00:00,411.0,0.0
KM SINABUNG,SURABAYA,2025-02-08 22:00:00,0.4526142674889803,2025-02-08 11:08:14.127288951,2025-02-08 22:00:00,2025-02-26 16:00:00,2025-02-27 13:00:00,426.0,426.0
KM DOROLONDA,TERNATE,2025-02-09 00:00:00,0.4916527486454589,2025-02-08 12:12:01.202517033,2025-02-25 23:00:00,2025-02-25 23:00:00,2025-02-26 01:00:00,407.0,0.0
KM WILIS,BIMA,2025-02-08 18:00:00,0.2356421294086633,2025-02-08 12:20:40.520019092,2025-02-08 18:00:00,2025-02-24 23:00:00,2025-02-25 01:00:00,389.0,389.0
KM BINAIYA,WAINGAPU,2025-02-08 17:00:00,0.1633660738478447,2025-02-08 13:04:45.171219548,2025-02-24 23:00:00,2025-02-24 23:00:00,2025-02-25 01:00:00,390.0,0.0
KM PANGRANGO,AMBON,2025-02-08 21:00:00,0.2746922545631093,2025-02-08 14:24:26.589205746,2025-02-24 14:00:00,2025-02-24 14:00:00,2025-02-25 10:00:00,377.0,0.0
KM LAMBELU,PANTOLOAN,2025-02-09 00:00:00,0.372727861355374,2025-02-08 15:03:16.312778896,2025-02-24 19:00:00,2025-02-25 20:00:00,2025-02-25 22:00:00,404.0,25.0
KM WILIS,LABUAN BAJO,2025-02-09 05:00:00,0.523059264409149,2025-02-08 16:26:47.679555048,2025-02-25 01:00:00,2025-02-25 01:00:00,2025-02-25 02:00:00,380.0,0.0
KM BK SIGUNTANG,PARE-PARE,2025-02-09 05:00:00,0.4694732725023792,2025-02-08 17:43:57.509255795,2025-02-26 07:00:00,2025-02-26 07:00:00,2025-02-26 11:00:00,410.0,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-02-09 12:00:00,0.7574239120877149,2025-02-08 17:49:18.573995622,2025-02-27 10:00:00,2025-02-27 10:00:00,2025-02-27 11:00:00,430.0,0.0
KM SIRIMAU,AMBON,2025-02-08 18:00:00,0.0,2025-02-08 18:00:00.000000000,2025-02-25 06:00:00,2025-02-25 10:00:00,2025-02-25 13:00:00,400.0,4.0
KM KELUD,BATAM,2025-02-09 04:00:00,0.3596853296888208,2025-02-08 19:22:03.187514885,2025-02-27 11:00:00,2025-02-27 11:00:00,2025-02-27 16:00:00,439.0,0.0
KM BINAIYA,ENDE,2025-02-09 04:00:00,0.2586238308235787,2025-02-08 21:47:34.901016843,2025-02-25 01:00:00,2025-02-25 01:00:00,2025-02-25 03:00:00,381.0,0.0
KM LAMBELU,BALIKPAPAN,2025-02-09 15:00:00,0.6426054295809869,2025-02-08 23:34:38.890884202,2025-02-25 22:00:00,2025-02-25 22:00:00,2025-02-26 00:00:00,391.0,0.0
KM CIREMAI,BAU-BAU,2025-02-09 07:00:00,0.2270982220314306,2025-02-09 01:32:58.713616486,2025-02-26 20:00:00,2025-02-26 20:00:00,2025-02-26 22:00:00,421.0,0.0
KM SANGIANG,NAMLEA,2025-02-09 22:00:00,0.813887495644335,2025-02-09 02:28:00.120376330,2025-02-09 22:00:00,2025-02-24 01:00:00,2025-02-24 02:00:00,339.0,339.0
KM EGON,PARE-PARE,2025-02-09 20:00:00,0.6106995185916518,2025-02-09 05:20:35.561593680,2025-02-26 03:00:00,2025-02-26 11:00:00,2025-02-26 14:00:00,399.0,8.0
KM LABOBAR,SURABAYA,2025-02-09 20:00:00,0.4991396850142138,2025-02-09 08:01:14.331214773,2025-02-26 09:00:00,2025-02-27 13:00:00,2025-02-27 16:00:00,425.0,28.0
KM BK SIGUNTANG,BALIKPAPAN,2025-02-10 00:00:00,0.6300887103318327,2025-02-09 08:52:40.335427330,2025-02-26 11:00:00,2025-02-26 11:00:00,2025-02-26 13:00:00,395.0,0.0
KM WILIS,MAKASSAR,2025-02-10 06:00:00,0.8576697223839949,2025-02-09 09:24:57.335986023,2025-02-25 02:00:00,2025-02-26 20:00:00,2025-02-26 23:00:00,398.0,42.0
KM JETLINER,WANCI,2025-02-09 20:00:00,0.4215650932906201,2025-02-09 09:52:56.775939690,2025-02-09 20:00:00,2025-02-09 20:00:00,2025-02-09 22:00:00,0.0,0.0
KM TIDAR,MAKASSAR,2025-02-09 19:00:00,0.3758355521427211,2025-02-09 09:58:47.808294870,2025-02-26 05:00:00,2025-02-26 23:00:00,2025-02-27 04:00:00,412.0,18.0
KM DOROLONDA,SORONG,2025-02-09 21:00:00,0.3899798940281457,2025-02-09 11:38:25.737155970,2025-02-26 01:00:00,2025-02-26 01:00:00,2025-02-26 04:00:00,388.0,0.0
KM SANGIANG,AMBON,2025-02-10 09:00:00,0.8745495734989,2025-02-09 12:00:38.916849694,2025-02-24 02:00:00,2025-02-25 13:00:00,2025-02-25 17:00:00,364.0,35.0
KM BK RAYA,BLINYU,2025-02-10 14:00:00,0.997266206267568,2025-02-09 14:03:56.199778481,2025-02-27 19:00:00,2025-02-27 19:00:00,2025-02-27 20:00:00,413.0,0.0
KM PANGRANGO,BANDA,2025-02-10 07:00:00,0.6148423730604358,2025-02-09 16:14:37.618967580,2025-02-25 10:00:00,2025-02-25 10:00:00,2025-02-25 12:00:00,363.0,0.0
KM BINAIYA,KUPANG,2025-02-09 19:00:00,0.104118950884958,2025-02-09 16:30:04.122643540,2025-02-25 03:00:00,2025-02-25 20:00:00,2025-02-26 00:00:00,385.0,17.0
KM KELUD,BELAWAN,2025-02-10 11:00:00,0.593766729548007,2025-02-09 20:44:58.554567053,2025-02-27 16:00:00,2025-02-27 16:00:00,2025-02-28 12:00:00,413.0,0.0
KM CIREMAI,AMBON,2025-02-10 10:00:00,0.4335006731610822,2025-02-09 23:35:45.541838883,2025-02-26 22:00:00,2025-02-26 22:00:00,2025-02-27 01:00:00,396.0,0.0
KM LAMBELU,MAKASSAR,2025-02-10 17:00:00,0.6509025848856822,2025-02-10 01:22:42.016665879,2025-02-26 00:00:00,2025-02-27 04:00:00,2025-02-27 07:00:00,395.0,28.0
KM LEUSER,SURABAYA,2025-02-10 06:00:00,0.168892557245757,2025-02-10 01:56:47.683053968,2025-02-10 06:00:00,2025-02-27 16:00:00,2025-02-27 23:00:00,418.0,418.0
KM DOROLONDA,MANOKWARI,2025-02-10 12:00:00,0.4182273250884328,2025-02-10 01:57:45.159112361,2025-02-26 04:00:00,2025-02-26 04:00:00,2025-02-26 06:00:00,376.0,0.0
KM GUNUNG DEMPO,MAKASSAR,2025-02-10 08:00:00,0.2306123679045427,2025-02-10 02:27:55.091413048,2025-02-25 19:00:00,2025-02-27 07:00:00,2025-02-27 09:00:00,407.0,36.0
KM SIRIMAU,WANCI,2025-02-10 05:00:00,0.1008098436173174,2025-02-10 02:34:50.029511463,2025-02-25 13:00:00,2025-02-25 13:00:00,2025-02-25 15:00:00,368.0,0.0
KM LAMBELU,PARE-PARE,2025-02-10 09:00:00,0.0973198045655861,2025-02-10 06:39:51.568885534,2025-02-27 07:00:00,2025-02-27 07:00:00,2025-02-27 10:00:00,406.0,0.0
KM JETLINER,KENDARI,2025-02-10 11:00:00,0.1230595320253931,2025-02-10 08:02:47.656433008,2025-02-10 11:00:00,2025-02-10 11:00:00,2025-02-10 17:00:00,0.0,0.0
KM SIRIMAU,BAU-BAU,2025-02-10 17:00:00,0.3692556289055395,2025-02-10 08:08:16.313662562,2025-02-25 15:00:00,2025-02-26 22:00:00,2025-02-27 02:00:00,389.0,31.0
KM BINAIYA,WAINGAPU,2025-02-10 23:00:00,0.5763270416061022,2025-02-10 09:10:05.343605235,2025-02-26 00:00:00,2025-02-26 00:00:00,2025-02-26 01:00:00,361.0,0.0
KM DOROLONDA,NABIRE,2025-02-11 00:00:00,0.5773384145945969,2025-02-10 10:08:37.960979028,2025-02-26 06:00:00,2025-02-26 06:00:00,2025-02-26 08:00:00,366.0,0.0
KM BINAIYA,ENDE,2025-02-10 12:00:00,0.0239467113356361,2025-02-10 11:25:31.004140602,2025-02-26 01:00:00,2025-02-26 01:00:00,2025-02-26 03:00:00,373.0,0.0
KM EGON,BONTANG,2025-02-11 00:00:00,0.5211800538578084,2025-02-10 11:29:30.043346687,2025-02-26 14:00:00,2025-02-26 14:00:00,2025-02-26 18:00:00,374.0,0.0
KM LABOBAR,TANJUNG PRIOK,2025-02-11 00:00:00,0.5165972632426383,2025-02-10 11:36:05.996455838,2025-02-27 16:00:00,2025-02-27 19:00:00,2025-02-28 11:00:00,403.0,3.0
KM SANGIANG,BANDA,2025-02-11 05:00:00,0.6756492264767138,2025-02-10 12:47:03.906832413,2025-02-25 17:00:00,2025-02-25 17:00:00,2025-02-25 19:00:00,348.0,0.0
KM TIDAR,SURABAYA,2025-02-11 08:00:00,0.7998162645788278,2025-02-10 12:48:15.874740389,2025-02-27 04:00:00,2025-02-27 23:00:00,2025-02-28 02:00:00,399.0,19.0
KM WILIS,BATULICIN,2025-02-11 15:00:00,1.0,2025-02-10 15:00:00.000000000,2025-02-26 23:00:00,2025-02-26 23:00:00,2025-02-28 02:00:00,368.0,0.0
KM CIREMAI,SORONG,2025-02-11 11:00:00,0.7628352210085411,2025-02-10 16:41:31.036904862,2025-02-27 01:00:00,2025-02-27 01:00:00,2025-02-27 04:00:00,374.0,0.0
KM GUNUNG DEMPO,SURABAYA,2025-02-11 12:00:00,0.7404686702811665,2025-02-10 18:13:43.506887708,2025-02-27 09:00:00,2025-02-28 02:00:00,2025-02-28 04:00:00,398.0,17.0
KM LAMBELU,BAU-BAU,2025-02-11 11:00:00,0.590589047753138,2025-02-10 20:49:33.106274130,2025-02-27 10:00:00,2025-02-27 10:00:00,2025-02-27 12:00:00,383.0,0.0
KM JETLINER,KENDARI,2025-02-11 21:00:00,1.0,2025-02-10 21:00:00.000000000,2025-02-11 21:00:00,2025-02-11 21:00:00,2025-02-11 23:00:00,0.0,0.0
KM LABOBAR,TANJUNG PRIOK,2025-02-11 00:00:00,0.1023513491459059,2025-02-10 21:32:36.843433793,2025-02-28 11:00:00,2025-02-28 11:00:00,2025-02-28 11:00:00,419.0,0.0
KM BK SIGUNTANG,TARAKAN,2025-02-11 03:00:00,0.1754465823953587,2025-02-10 22:47:21.415281040,2025-02-26 13:00:00,2025-02-26 13:00:00,2025-02-26 17:00:00,370.0,0.0
KM JETLINER,WANCI,2025-02-11 06:00:00,0.2961696909520741,2025-02-10 22:53:30.938701740,2025-02-11 23:00:00,2025-02-25 15:00:00,2025-02-25 17:00:00,345.0,328.0
KM SIRIMAU,MAUMERE,2025-02-11 18:00:00,0.7241854670954414,2025-02-11 00:37:10.375642953,2025-02-27 02:00:00,2025-02-27 02:00:00,2025-02-27 04:00:00,368.0,0.0
KM SINABUNG,MAKASSAR,2025-02-11 02:00:00,0.0008576103561025,2025-02-11 01:58:45.902465235,2025-02-27 13:00:00,2025-02-27 13:00:00,2025-02-27 16:00:00,395.0,0.0
KM PANGRANGO,SAUMLAKI,2025-02-11 12:00:00,0.3945609234106166,2025-02-11 02:31:49.936217322,2025-02-25 12:00:00,2025-02-25 12:00:00,2025-02-25 16:00:00,336.0,0.0
KM SINABUNG,BAU-BAU,2025-02-11 22:00:00,0.8109448288700103,2025-02-11 02:32:14.366785632,2025-02-27 16:00:00,2025-02-27 16:00:00,2025-02-27 18:00:00,378.0,0.0
KM BK RAYA,LETUNG,2025-02-11 22:00:00,0.7808210415538278,2025-02-11 03:15:37.062009749,2025-02-27 20:00:00,2025-02-27 20:00:00,2025-02-27 21:00:00,382.0,0.0
KM SANGIANG,GESER,2025-02-11 17:00:00,0.532583162262063,2025-02-11 04:13:04.814780556,2025-02-25 19:00:00,2025-02-25 19:00:00,2025-02-25 21:00:00,338.0,0.0
KM BK RAYA,KIJANG,2025-02-11 06:00:00,0.0104302835829466,2025-02-11 05:44:58.823498433,2025-02-27 21:00:00,2025-02-27 21:00:00,2025-02-28 00:00:00,399.0,0.0
KM BINAIYA,BIMA,2025-02-11 14:00:00,0.2888316940034083,2025-02-11 07:04:04.941638105,2025-02-26 03:00:00,2025-02-26 03:00:00,2025-02-26 04:00:00,349.0,0.0
KM DOROLONDA,SERUI,2025-02-11 08:00:00,0.0,2025-02-11 08:00:00.000000000,2025-02-26 08:00:00,2025-02-26 08:00:00,2025-02-26 10:00:00,360.0,0.0
KM KELUD,BATAM,2025-02-12 09:00:00,1.0,2025-02-11 09:00:00.000000000,2025-02-28 12:00:00,2025-02-28 12:00:00,2025-02-28 15:00:00,387.0,0.0
KM SIRIMAU,LEWOLEBA,2025-02-12 06:00:00,0.8246809777222109,2025-02-11 10:12:27.563524802,2025-02-27 04:00:00,2025-02-27 04:00:00,2025-02-27 06:00:00,358.0,0.0
KM WILIS,BATULICIN,2025-02-11 15:00:00,0.1737854522915428,2025-02-11 10:49:44.936922011,2025-02-28 02:00:00,2025-02-28 02:00:00,2025-02-28 02:00:00,395.0,0.0
KM BK RAYA,TAREMPA,2025-02-12 04:00:00,0.7007898985728778,2025-02-11 11:10:51.752763304,2025-02-28 00:00:00,2025-02-28 00:00:00,2025-02-28 02:00:00,380.0,0.0
KM BK SIGUNTANG,NUNUKAN,2025-02-11 13:00:00,0.0522854477034858,2025-02-11 11:44:42.537318418,2025-02-26 17:00:00,2025-02-26 17:00:00,2025-02-26 20:00:00,364.0,0.0
KM EGON,PARE-PARE,2025-02-12 05:00:00,0.6682645735519099,2025-02-11 12:57:41.940845115,2025-02-26 18:00:00,2025-02-27 10:00:00,2025-02-27 13:00:00,365.0,16.0
KM LAMBELU,LARANTUKA,2025-02-12 09:00:00,0.8098327582485524,2025-02-11 13:33:50.449687326,2025-02-27 12:00:00,2025-02-27 12:00:00,2025-02-27 14:00:00,363.0,0.0
KM BINAIYA,BENOA,2025-02-12 14:00:00,1.0,2025-02-11 14:00:00.000000000,2025-02-26 04:00:00,2025-02-26 04:00:00,2025-02-26 22:00:00,326.0,0.0
KM LAMBELU,MAUMERE,2025-02-12 02:00:00,0.4206887438460827,2025-02-11 15:54:12.492531699,2025-02-27 14:00:00,2025-02-27 14:00:00,2025-02-27 16:00:00,372.0,0.0
KM LEUSER,BENOA,2025-02-11 17:00:00,0.0,2025-02-11 17:00:00.000000000,2025-02-27 23:00:00,2025-02-27 23:00:00,2025-02-28 01:00:00,390.0,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-02-12 05:00:00,0.495570894880687,2025-02-11 17:06:22.674682311,2025-02-28 15:00:00,2025-02-28 15:00:00,2025-02-28 16:00:00,394.0,0.0
KM CIREMAI,SERUI,2025-02-12 14:00:00,0.8310046154482035,2025-02-11 18:03:21.201225275,2025-02-27 04:00:00,2025-02-27 04:00:00,2025-02-27 06:00:00,350.0,0.0
KM LABOBAR,SURABAYA,2025-02-12 17:00:00,0.9144013502850016,2025-02-11 19:03:15.723335376,2025-02-28 11:00:00,2025-02-28 11:00:00,2025-02-28 15:00:00,378.0,0.0
KM PANGRANGO,BANDA,2025-02-12 20:00:00,1.0,2025-02-11 20:00:00.000000000,2025-02-25 16:00:00,2025-02-25 19:00:00,2025-02-25 21:00:00,311.0,3.0
KM JETLINER,RAHA,2025-02-12 07:00:00,0.3541001032892915,2025-02-11 22:30:05.751075806,2025-02-25 17:00:00,2025-02-25 17:00:00,2025-02-25 18:00:00,322.0,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-02-12 15:00:00,0.6178986905948151,2025-02-12 00:10:13.553132607,2025-02-28 04:00:00,2025-02-28 11:00:00,2025-02-28 11:00:00,380.0,7.0
KM BINAIYA,BENOA,2025-02-12 14:00:00,0.5470072163595483,2025-02-12 00:52:18.576506536,2025-02-26 22:00:00,2025-02-28 01:00:00,2025-02-28 01:00:00,371.0,27.0
KM LEUSER,BIMA,2025-02-12 17:00:00,0.6538485933241152,2025-02-12 01:18:27.481536796,2025-02-28 01:00:00,2025-02-28 01:00:00,2025-02-28 03:00:00,368.0,0.0
KM SINABUNG,BANGGAI,2025-02-12 18:00:00,0.6875418915558769,2025-02-12 01:29:56.380569573,2025-02-27 18:00:00,2025-02-27 18:00:00,2025-02-27 19:00:00,360.0,0.0
KM SIRIMAU,KUPANG,2025-02-12 21:00:00,0.7784810087706224,2025-02-12 02:18:59.240842218,2025-02-27 06:00:00,2025-02-27 06:00:00,2025-02-27 12:00:00,345.0,0.0
KM SANGIANG,FAK-FAK,2025-02-12 07:00:00,0.1504956796872807,2025-02-12 03:23:17.173275018,2025-02-25 21:00:00,2025-02-25 21:00:00,2025-02-26 06:00:00,326.0,0.0
KM DOROLONDA,JAYAPURA,2025-02-12 05:00:00,0.0,2025-02-12 05:00:00.000000000,2025-02-26 10:00:00,2025-02-26 10:00:00,2025-02-26 16:00:00,341.0,0.0
KM TIDAR,TANJUNG PRIOK,2025-02-12 15:00:00,0.3951571000952925,2025-02-12 05:30:58.426551767,2025-02-28 02:00:00,2025-02-28 11:00:00,2025-02-28 14:00:00,380.0,9.0
KM BK RAYA,MIDAI,2025-02-13 00:00:00,0.709504823570686,2025-02-12 06:58:18.783243495,2025-02-28 02:00:00,2025-02-28 02:00:00,2025-02-28 04:00:00,362.0,0.0
KM JETLINER,WANCI,2025-02-13 07:00:00,0.9192304477319804,2025-02-12 08:56:18.489315956,2025-02-25 18:00:00,2025-02-25 18:00:00,2025-02-25 20:00:00,299.0,0.0
KM BK RAYA,NATUNA,2025-02-12 17:00:00,0.1463373397047412,2025-02-12 13:29:16.453849510,2025-02-28 04:00:00,2025-02-28 04:00:00,2025-02-28 07:00:00,371.0,0.0
KM BK SIGUNTANG,PARE-PARE,2025-02-13 12:00:00,0.9326115145716156,2025-02-12 13:37:02.365141012,2025-02-26 20:00:00,2025-02-27 13:00:00,2025-02-27 17:00:00,337.0,17.0
KM JETLINER,KENDARI,2025-02-12 16:00:00,0.0371019837532763,2025-02-12 15:06:34.388603716,2025-02-25 20:00:00,2025-02-25 20:00:00,2025-02-25 22:00:00,316.0,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-02-12 19:00:00,0.1450850196557008,2025-02-12 15:31:04.654301747,2025-02-27 17:00:00,2025-02-27 17:00:00,2025-02-27 19:00:00,358.0,0.0
KM PANGRANGO,AMBON,2025-02-13 12:00:00,0.8389947149617081,2025-02-12 15:51:50.856627309,2025-02-25 21:00:00,2025-02-27 01:00:00,2025-02-27 01:00:00,325.0,28.0
KM DOROLONDA,SERUI,2025-02-13 06:00:00,0.5411298012309684,2025-02-12 17:00:46.385173646,2025-02-26 16:00:00,2025-02-27 06:00:00,2025-02-27 08:00:00,336.0,14.0
KM DOROLONDA,NABIRE,2025-02-13 14:00:00,0.7348331712443965,2025-02-12 20:21:50.414004483,2025-02-27 08:00:00,2025-02-27 08:00:00,2025-02-27 10:00:00,330.0,0.0
KM BK RAYA,SERASAN,2025-02-13 10:00:00,0.5656819119130301,2025-02-12 20:25:25.082810714,2025-02-28 07:00:00,2025-02-28 07:00:00,2025-02-28 09:00:00,357.0,0.0
KM LEUSER,LABUAN BAJO,2025-02-13 03:00:00,0.2074639868775248,2025-02-12 22:01:15.111533781,2025-02-28 03:00:00,2025-02-28 03:00:00,2025-02-28 05:00:00,360.0,0.0
KM LAMBELU,BAU-BAU,2025-02-12 23:00:00,0.021245980810182,2025-02-12 22:29:24.347258002,2025-02-27 16:00:00,2025-02-27 18:00:00,2025-02-27 20:00:00,355.0,2.0
KM SINABUNG,BITUNG,2025-02-13 10:00:00,0.4706191394279866,2025-02-12 22:42:18.506353421,2025-02-27 19:00:00,2025-02-27 19:00:00,2025-02-27 22:00:00,345.0,0.0
KM SANGIANG,BANDA,2025-02-13 17:00:00,0.6928773819063148,2025-02-13 00:22:15.394203293,2025-02-26 06:00:00,2025-02-26 06:00:00,2025-02-26 08:00:00,301.0,0.0
KM BK SIGUNTANG,MAKASSAR,2025-02-13 21:00:00,0.8047976478868014,2025-02-13 01:41:05.483222582,2025-02-27 19:00:00,2025-02-27 19:00:00,2025-02-27 22:00:00,334.0,0.0
KM EGON,BONTANG,2025-02-13 08:00:00,0.2602235937536389,2025-02-13 01:45:16.681499687,2025-02-27 13:00:00,2025-02-27 13:00:00,2025-02-27 20:00:00,341.0,0.0
KM LAMBELU,PARE-PARE,2025-02-14 01:00:00,0.9411510324235448,2025-02-13 02:24:44.550798606,2025-02-27 20:00:00,2025-02-27 20:00:00,2025-02-28 01:00:00,331.0,0.0
KM KELUD,TANJUNG PRIOK,2025-02-13 18:00:00,0.639665731240606,2025-02-13 02:38:52.880820810,2025-02-28 16:00:00,2025-02-28 16:00:00,2025-02-28 16:00:00,358.0,0.0
KM KELUD,TANJUNG PRIOK,2025-02-13 18:00:00,0.6360775357628218,2025-02-13 02:44:02.900910092,2025-02-28 16:00:00,2025-02-28 16:00:00,2025-03-01 19:00:00,358.0,0.0
KM LAMBELU,MAKASSAR,2025-02-13 16:00:00,0.5396386428304842,2025-02-13 03:02:55.221259445,2025-02-28 01:00:00,2025-02-28 01:00:00,2025-02-28 05:00:00,345.0,0.0
KM SANGIANG,GESER,2025-02-13 05:00:00,0.0419151322785315,2025-02-13 03:59:38.532571134,2025-02-26 08:00:00,2025-02-26 08:00:00,2025-02-26 10:00:00,315.0,0.0
KM CIREMAI,JAYAPURA,2025-02-13 11:00:00,0.1449963671099241,2025-02-13 07:31:12.313881704,2025-02-27 06:00:00,2025-02-27 06:00:00,2025-02-27 12:00:00,331.0,0.0
KM LEUSER,MAKASSAR,2025-02-14 02:00:00,0.7448478355100667,2025-02-13 08:07:25.147011929,2025-02-28 05:00:00,2025-02-28 05:00:00,2025-02-28 08:00:00,339.0,0.0
KM JETLINER,KENDARI,2025-02-13 22:00:00,0.529431899211054,2025-02-13 09:17:37.083908166,2025-02-25 22:00:00,2025-02-25 22:00:00,2025-02-26 17:00:00,288.0,0.0
KM SIRIMAU,KALABAHI,2025-02-13 18:00:00,0.2582934359168222,2025-02-13 11:48:03.447136786,2025-02-27 12:00:00,2025-02-27 12:00:00,2025-02-27 14:00:00,330.0,0.0
KM PANGRANGO,AMBON,2025-02-13 12:00:00,0.0,2025-02-13 12:00:00.000000000,2025-02-27 01:00:00,2025-02-27 01:00:00,2025-02-28 05:00:00,325.0,0.0
KM SINABUNG,BACAN,2025-02-14 09:00:00,0.7658524389147103,2025-02-13 14:37:10.349277770,2025-02-27 22:00:00,2025-02-27 22:00:00,2025-02-27 23:00:00,325.0,0.0
KM WILIS,MAKASSAR,2025-02-14 00:00:00,0.3636571688404793,2025-02-13 15:16:20.020612181,2025-02-28 02:00:00,2025-02-28 08:00:00,2025-02-28 16:00:00,344.0,6.0
KM LABOBAR,MAKASSAR,2025-02-14 00:00:00,0.3332126723707206,2025-02-13 16:00:10.425107171,2025-02-28 15:00:00,2025-02-28 16:00:00,2025-02-28 19:00:00,352.0,1.0
KM BINAIYA,BIMA,2025-02-14 07:00:00,0.6247896660232234,2025-02-13 16:00:18.172855595,2025-02-28 01:00:00,2025-02-28 03:00:00,2025-02-28 05:00:00,332.0,2.0
KM DOROLONDA,MANOKWARI,2025-02-14 02:00:00,0.195178917569606,2025-02-13 21:18:56.541521985,2025-02-27 10:00:00,2025-02-27 10:00:00,2025-02-27 12:00:00,320.0,0.0
KM TIDAR,KIJANG,2025-02-14 05:00:00,0.2932790175450572,2025-02-13 21:57:40.692884109,2025-02-28 14:00:00,2025-02-28 14:00:00,2025-02-28 14:00:00,345.0,0.0
KM TIDAR,KIJANG,2025-02-14 05:00:00,0.282139362329088,2025-02-13 22:13:43.159094768,2025-02-28 14:00:00,2025-02-28 14:00:00,2025-02-28 18:00:00,345.0,0.0
KM CIREMAI,SERUI,2025-02-14 15:00:00,0.6873347679808253,2025-02-13 22:30:14.276046456,2025-02-27 12:00:00,2025-02-27 12:00:00,2025-02-27 14:00:00,309.0,0.0
KM EGON,PARE-PARE,2025-02-14 16:00:00,0.6912636813333223,2025-02-13 23:24:34.817932800,2025-02-27 20:00:00,2025-02-28 01:00:00,2025-02-28 03:00:00,321.0,5.0
